"id1","work_time_by_livablespace"
"BS4BzvMClR","0.0013651974478140773"
"Piv2BAVBjb","0.0014817530947305107"
"bvdd8e6v4G","0.00276437682804047"
"df3blK7xCK","0.0031028884384094743"
"ibAALs4Kib","0.002330690592197273"
"lEod4cQOjA","0.0016501520688654066"
